dates,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cambodia,Cameroon,Canada,Cape_Verde,Cayman_Islands,Central_African_Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa_Rica,Cote_dIvoire,Croatia,Cuba,Cura̤ao,Cyprus,Czechia,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland_Islands_(Malvinas),Faroe_Islands,Fiji,Finland,France,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea_Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,North_Macedonia,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palestine,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Romania,Russia,Rwanda,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Vincent_and_the_Grenadines,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten,Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Korea,South_Sudan,Spain,Sri_Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor_Leste,Togo,Trinidad_and_Tobago,Tunisia,Turkey,Turks_and_Caicos_islands,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom,United_Republic_of_Tanzania,United_States_of_America,United_States_Virgin_Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
2020-07-13,4,117,483,0,23,0,0,3449,182,0,244,52,520,3,471,2666,5,168,43,0,0,0,2,1635,0,164,85,39023,0,0,77,13,8,0,257,221,75,0,0,6,3012,46,4586,3,0,386,714,50,6,0,7,59,62,0,4,0,1418,661,912,283,0,0,0,40,206,0,0,0,2,0,0,0,0,9,159,270,0,31,0,0,0,979,0,97,0,1,73,0,530,5,0,28701,1681,2186,2312,17,0,1168,234,5,366,0,3,1856,379,216,836,488,0,0,166,49,12,44,0,4,83,289,103,14,67,5,0,0,149,0,6094,174,0,3,37,203,22,1,72,82,101,0,0,0,0,571,144,0,0,1318,2753,349,1075,0,84,3064,2037,370,291,288,470,456,6537,38,0,0,0,0,2,2779,121,287,0,17,178,0,8,14,0,8,12058,62,9,614,106,0,12,308,0,0,0,46,3,0,10,0,39,1012,5,12,612,401,442,0,62369,14,1,487,0,375,2,80,0,3
2020-07-14,285,96,494,3,19,0,0,2657,339,0,183,12,529,0,535,3099,0,182,224,0,0,0,0,987,2,95,0,24831,0,0,159,3,11,9,0,243,24,0,33,0,2616,55,5083,0,119,365,106,53,2,1,1,64,42,91,5,0,974,589,931,304,0,0,0,38,203,0,0,0,1,1115,0,0,0,4,412,470,0,23,0,0,0,757,0,29,60,6,37,0,507,13,0,28498,1282,2349,2229,10,0,1238,169,0,352,4,3,1759,189,187,614,421,0,1,85,12,14,79,0,5,31,213,66,7,31,1,0,0,80,1,4482,57,0,0,105,191,62,5,76,144,71,0,1,0,0,595,86,0,16,2164,1979,404,1301,0,160,3616,747,299,306,356,418,413,6248,41,0,0,6,0,3,2852,63,279,0,7,322,0,1,8,0,13,11554,33,0,380,29,66,21,106,148,23,0,44,7,0,0,0,4,1008,1,4,638,344,361,0,60113,25,1,679,0,287,0,33,388,49
2020-07-15,200,85,527,3,16,0,0,3099,515,0,271,201,543,2,602,3163,0,155,207,0,85,0,0,1063,0,197,0,20286,0,0,234,1,0,0,0,565,58,2,0,4,1836,54,3832,4,136,440,165,52,4,0,0,103,60,24,2,0,799,1111,929,325,0,0,1,45,212,0,0,0,0,0,0,0,0,4,351,0,0,57,0,0,1,387,0,30,0,3,0,0,489,16,2,29429,1591,2521,2022,32,0,1720,114,1,288,0,15,1674,497,0,666,439,0,4,32,11,14,51,0,1,100,263,67,4,39,11,0,0,91,0,4685,269,0,13,70,161,49,1,3,116,53,1,2,301,0,463,134,3,3,1389,2165,293,1540,0,0,3797,539,267,233,113,517,637,6422,38,0,0,0,0,4,2692,45,344,0,9,347,0,6,10,0,4,10496,39,5,840,19,101,18,170,70,22,0,48,5,0,11,0,13,992,0,11,836,375,726,0,58720,0,2,421,0,242,1,18,0,30
2020-07-16,130,99,554,1,35,0,0,3645,554,1,244,55,559,3,482,3533,0,174,260,2,0,0,0,1617,1,231,0,41857,0,0,232,1,34,1,884,331,57,0,41,1,1712,20,5621,0,0,446,0,126,6,0,1,134,28,31,6,0,1366,759,913,342,0,0,1,55,294,0,0,0,0,767,0,0,0,3,534,442,0,27,0,0,1,1130,0,76,25,8,104,0,527,0,0,32695,1522,2388,2110,13,0,1604,162,3,382,0,3,1707,461,119,703,521,0,0,91,0,18,26,0,7,0,262,117,5,30,10,0,0,72,0,7051,332,0,18,59,165,62,0,96,116,106,0,1,0,0,643,191,0,17,1679,2145,419,923,0,94,3744,1305,323,375,256,450,641,6428,19,0,1,0,0,1,2671,126,351,8,17,249,1,19,19,0,7,12757,61,18,1241,9,110,21,312,132,19,1,52,4,0,9,0,8,947,0,3,848,275,685,0,60711,37,8,494,0,303,8,10,0,25
2020-07-17,159,55,585,15,31,0,0,4250,442,0,315,153,493,3,524,2733,1,180,226,0,0,0,2,1351,0,274,123,39924,0,0,267,0,7,0,0,343,57,0,11,1,2493,78,5271,7,0,504,366,86,2,0,8,137,36,32,8,0,1072,1036,928,312,1307,19,0,63,328,0,0,0,0,393,0,179,14,4,583,695,0,29,0,0,0,1202,0,83,0,5,71,0,930,16,1,34956,1574,2500,2281,15,0,1877,230,1,583,0,5,1808,421,0,791,603,0,1,57,0,14,63,0,20,66,484,102,3,68,7,0,0,46,0,6149,224,0,0,40,283,53,2,72,167,99,0,1,0,3,595,90,1,10,1327,2085,463,1147,4,124,3857,2416,274,339,195,494,777,6406,38,0,0,0,0,323,2764,112,383,0,10,248,0,24,19,0,23,13172,60,20,1533,13,0,48,287,142,19,2,46,3,0,9,0,9,933,0,8,809,281,772,0,67165,6,12,562,0,418,0,26,0,273
2020-07-18,60,0,593,3,31,0,0,3623,461,2,425,138,471,5,389,3034,0,159,274,1,139,2,1,1938,0,227,0,45403,0,0,298,7,0,5,100,435,45,0,16,1,2841,82,8037,0,275,560,293,98,4,2,0,130,50,49,10,0,1370,1079,703,250,0,0,4,67,344,0,0,0,8,697,0,0,15,8,529,447,0,25,0,0,0,865,0,71,23,2,46,0,831,14,0,34884,1462,2379,2023,32,0,1939,231,2,659,2,3,1636,389,235,553,11883,0,6,101,103,0,52,1,6,163,378,94,18,14,27,1,0,95,0,6406,230,0,1,97,181,19,0,46,101,103,0,1,0,0,600,174,0,4,1619,1918,439,1130,0,144,3862,1735,353,312,546,421,799,6234,12,0,0,0,0,1,2613,63,392,0,10,327,0,14,19,0,0,13373,39,0,1585,10,0,70,268,91,19,0,45,7,0,17,3,12,926,2,5,847,293,704,0,71484,14,17,547,0,426,1,24,527,58
2020-07-19,186,102,601,0,49,0,2,4518,415,0,206,102,497,5,531,2709,0,171,130,0,0,0,0,1946,0,256,0,34177,0,0,196,2,0,0,0,405,75,0,96,2,2307,80,8934,0,0,423,0,98,1,0,6,113,1,0,0,0,1406,938,698,301,0,0,1,110,356,0,0,0,17,0,0,0,0,10,202,488,0,19,0,0,1,870,0,61,0,5,27,0,878,22,2,38902,1752,2166,2049,20,0,1605,249,3,510,0,5,1499,688,145,683,1548,0,4,75,0,18,87,0,7,124,382,97,9,17,5,0,0,51,0,7257,300,0,25,134,289,33,2,125,57,127,0,3,0,2,653,240,0,0,1311,1579,532,1035,0,115,3951,2303,339,313,333,410,889,6109,54,0,0,0,0,2,2565,125,389,0,13,202,0,11,24,0,5,13285,34,9,2046,11,235,24,284,110,0,1,48,3,0,8,0,26,918,1,6,731,289,569,0,74354,20,11,533,0,337,0,5,170,58
2020-07-20,34,82,535,0,18,0,0,3223,104,0,361,63,388,9,418,2459,1,142,64,0,0,1,2,2036,0,288,0,28532,0,0,95,18,12,0,0,330,29,0,0,0,2084,131,8560,6,0,582,423,119,1,0,1,90,153,0,8,0,1336,631,603,338,0,0,0,64,704,0,3,0,20,0,0,0,0,11,249,607,0,24,0,0,4,4233,0,53,0,7,78,0,1048,18,1,40425,1639,2182,2310,10,0,1448,218,6,454,0,4,1630,603,118,300,611,0,3,84,0,3,75,1,17,74,200,85,15,36,3,1,0,163,0,7615,186,0,0,111,221,56,0,44,156,144,0,1,0,0,556,127,0,0,1157,1587,465,853,2,172,3963,2152,358,246,610,340,767,5940,43,0,0,3,0,3,2504,141,396,0,10,257,0,3,6,0,8,13449,26,11,1503,16,230,58,191,98,0,0,44,1,0,0,1,7,924,0,3,651,211,493,0,66963,0,7,537,0,292,1,25,0,133
2020-07-21,106,81,607,4,44,0,0,4231,273,5,267,108,369,15,514,2928,0,118,443,0,0,0,1,1444,0,139,0,23529,0,0,196,0,6,0,365,339,28,0,0,0,2099,84,6578,0,218,563,193,16,0,0,0,153,40,89,9,0,1101,607,627,361,0,0,0,33,304,0,0,1,2,1810,0,0,19,10,522,763,0,5,0,0,0,997,0,46,4,9,10,0,1042,14,0,37148,1693,2414,2163,6,0,1016,190,16,640,0,5,1685,418,142,559,1108,0,0,46,0,16,114,0,15,122,104,53,21,33,0,0,0,50,0,5311,135,0,0,91,326,16,0,97,186,185,0,1,0,1,562,96,0,13,1739,1013,468,1207,0,92,4090,1442,279,135,398,389,681,5842,47,0,0,12,0,0,2429,138,359,0,0,123,0,1,7,0,11,9300,45,0,1152,6,0,28,110,43,26,0,43,5,0,9,0,8,931,6,4,673,271,413,0,62788,14,10,624,0,408,1,13,346,102
2020-07-22,112,119,587,0,30,0,0,4019,439,2,359,139,352,21,380,3057,1,135,145,2,88,0,2,1409,0,195,0,20257,0,0,325,0,0,26,0,786,36,0,76,0,1654,74,6727,3,0,420,219,52,3,0,2,226,91,40,7,0,841,1597,676,375,0,0,1,68,561,0,0,0,11,454,0,312,20,24,454,559,0,36,0,0,8,1190,0,35,0,1,37,0,776,19,0,37724,1655,2625,2466,36,0,1887,128,19,567,0,46,1646,397,0,671,1108,0,1,75,0,1,108,0,2,120,395,104,15,45,2,2,0,62,0,5172,327,2,0,97,180,29,0,22,150,163,0,0,292,3,576,163,1,10,1487,1332,403,958,10,27,4091,1866,399,127,479,393,994,5862,26,0,0,0,0,0,2476,37,352,0,16,398,0,41,24,0,5,8170,63,0,1567,0,135,50,131,108,18,0,46,6,0,7,0,5,928,0,3,829,305,793,0,57276,11,10,581,0,443,17,10,0,107
2020-07-23,188,68,594,5,33,0,0,5344,469,2,468,140,391,20,321,2744,0,173,553,1,0,0,0,1366,1,330,100,41008,0,0,330,1,10,1,0,573,47,0,13,0,1719,135,7033,0,83,277,202,108,13,0,0,246,92,48,3,0,1246,1040,667,393,0,0,3,44,452,0,0,0,11,945,0,155,0,12,569,683,0,29,0,0,5,906,0,122,0,2,46,0,734,14,1,45720,1882,2586,2706,17,0,2006,280,1,726,0,7,1687,637,409,751,967,0,4,124,0,6,88,0,11,129,614,153,16,59,17,1,0,0,0,6859,356,1,0,72,220,21,2,36,100,168,0,0,0,14,543,135,0,15,1660,1763,356,727,3,69,4406,1505,380,252,98,441,1030,5848,34,0,0,0,0,1,2331,136,426,0,4,310,2,37,38,0,26,13150,59,28,2310,22,110,52,226,141,21,0,48,8,0,16,3,12,902,1,3,856,236,751,0,62929,12,32,360,0,440,7,11,257,214
2020-07-24,66,108,612,0,39,0,0,5782,451,0,410,164,347,25,359,2856,0,167,439,0,4,0,0,1778,0,344,0,67860,0,0,269,4,7,4,0,543,36,0,16,26,2357,139,7390,3,0,550,268,104,4,0,5,230,0,40,1,0,1572,891,668,402,0,10,2,83,409,0,0,0,10,835,0,0,38,19,815,0,2,33,0,0,5,1057,0,59,0,11,21,0,757,18,1,49310,1906,2621,2361,7,0,2044,306,6,927,0,11,1740,796,181,687,921,0,6,156,0,3,138,0,0,98,219,84,9,17,0,2,0,42,0,6019,307,1,0,86,302,25,0,120,147,163,0,1,0,2,604,121,0,9,1099,1209,596,753,1,183,4463,2121,418,229,435,373,1112,5811,21,0,1,2,0,2,2238,145,412,0,21,354,3,31,18,0,10,13104,41,19,2324,1,65,45,297,117,23,3,45,10,0,22,1,19,913,4,5,972,254,773,0,69641,16,21,455,0,390,4,14,0,90
2020-07-25,55,104,675,8,29,0,0,6127,383,0,289,107,332,55,462,2548,0,158,496,4,0,0,0,1117,0,304,64,59961,0,0,270,5,0,0,186,432,30,0,3,0,2545,160,7945,0,104,768,252,81,3,1,2,281,0,48,8,0,1462,901,659,415,0,0,1,52,760,0,0,0,8,931,0,396,0,13,781,1385,2,25,0,0,0,1091,0,61,0,1,30,0,800,26,2,48916,1761,2489,2485,19,0,1990,252,5,830,0,15,1494,667,213,753,0,1,2,147,60,18,111,0,26,104,360,68,21,55,9,4,0,89,1,8438,378,1,1,69,570,8,3,17,133,191,0,0,0,0,591,129,0,23,1145,1487,537,911,1,113,4546,2054,458,313,494,394,1119,5871,19,0,0,0,0,111,2378,156,409,0,13,277,10,29,19,0,0,13944,113,0,2342,11,0,58,220,154,24,0,44,3,0,11,1,18,937,4,9,1106,261,731,0,71714,6,24,667,0,449,3,20,270,172
2020-07-26,121,67,0,0,36,0,6,5493,321,0,355,120,321,42,289,2520,2,156,229,1,0,0,1,1204,0,305,0,55891,0,0,189,6,0,23,0,534,38,0,5,0,2288,179,7168,0,0,540,241,77,9,0,6,131,141,0,0,0,1819,987,511,429,0,2,5,69,555,0,0,0,8,0,0,0,46,14,305,794,1,31,0,0,0,1209,0,60,0,1,63,0,657,11,0,48661,1868,2316,2862,24,0,1830,274,10,596,1,8,1402,375,237,684,1566,0,1,175,27,0,122,0,15,133,125,103,23,77,0,14,0,0,0,7573,345,0,0,55,811,26,3,148,109,137,0,0,0,0,438,137,1,0,1067,1226,383,1176,7,111,4865,1968,584,263,573,398,1284,5765,23,0,0,0,0,2,2201,130,411,0,3,513,0,23,14,0,7,12204,58,4,2817,6,83,71,262,148,19,0,46,9,0,14,5,9,921,2,14,920,313,667,0,74235,10,25,573,0,650,3,0,475,138
2020-07-27,106,126,1198,7,16,0,0,4801,73,0,453,137,417,10,384,2275,0,130,184,0,76,1,2,1825,0,263,0,51147,0,0,115,5,16,0,402,350,49,0,0,0,2198,189,7254,14,121,931,102,65,17,0,4,112,64,0,11,0,2012,658,479,409,0,0,1,65,720,0,0,0,5,0,0,0,61,6,340,586,0,27,0,0,0,561,0,81,0,8,37,0,879,13,4,49931,1492,2333,2459,12,0,1112,254,6,607,0,14,1526,0,0,464,483,0,13,168,59,27,122,0,7,83,429,107,13,50,7,1,0,55,0,6751,206,0,0,85,633,53,1,87,130,214,0,0,0,8,555,152,1,0,1147,1176,330,871,23,104,3923,2036,443,209,603,269,1120,5635,71,0,0,0,0,1,1968,129,467,0,15,481,0,38,16,0,0,11233,25,43,1716,12,39,76,138,175,23,4,42,4,0,15,0,3,927,5,12,807,351,421,0,63968,9,8,594,0,666,2,7,153,78
2020-07-28,105,117,616,3,18,0,0,4205,239,2,532,64,396,16,351,2772,2,234,595,0,0,0,4,1148,0,183,53,24578,0,0,194,14,17,1,69,355,21,0,1,7,2133,217,8181,0,0,629,59,24,37,0,3,192,13,109,9,0,1248,467,420,405,0,2,4,109,579,0,23,0,5,2254,0,205,49,8,633,1187,0,34,0,0,12,6,0,47,0,10,18,0,838,8,7,47703,1525,2434,2553,11,0,1042,168,5,972,0,8,1544,1332,496,606,548,0,1,132,0,5,158,0,11,49,395,45,7,67,3,6,0,37,0,5480,120,0,0,63,609,32,0,68,139,205,0,1,0,0,648,127,0,32,1053,936,332,1432,0,116,4913,1592,337,135,288,292,1104,5395,56,0,0,0,0,2,1993,83,411,7,0,469,20,2,5,0,18,7097,28,0,1387,23,72,58,42,0,24,5,43,2,0,6,1,13,919,2,13,919,264,371,0,61498,3,18,686,0,534,11,10,71,192
2020-07-29,103,117,642,4,50,0,4,4890,308,0,369,132,412,40,439,2960,0,152,685,0,35,0,0,1752,0,232,0,23284,0,0,250,5,0,0,0,686,26,0,0,4,1877,212,8125,24,41,612,58,42,23,0,7,283,29,30,9,0,534,1118,465,411,0,0,0,88,653,0,6,0,6,672,0,0,0,10,684,782,0,52,1,0,2,1392,0,71,0,19,25,0,465,9,3,48513,1748,2667,2747,37,0,2048,202,11,940,2,6,1472,606,239,770,668,0,0,141,0,0,190,0,8,54,414,29,39,137,7,13,0,41,0,4973,367,1,1,66,500,19,1,75,311,223,0,1,76,0,624,102,0,15,846,1063,481,1146,1,104,4920,1633,502,111,409,283,1151,5475,47,0,0,0,0,2,1897,41,379,0,3,359,1,23,14,0,16,7231,48,17,2040,5,83,44,71,132,20,0,41,1,0,0,5,20,963,0,7,1022,369,70,0,54022,11,10,663,0,525,15,12,450,113
2020-07-30,71,108,614,7,78,0,0,5939,259,0,278,164,363,65,390,3009,0,147,703,0,0,2,2,1146,0,382,65,40816,0,0,284,1,0,8,76,397,19,0,6,0,1775,223,10284,0,0,503,0,70,33,0,13,294,58,57,13,0,1492,914,409,395,0,0,4,147,610,0,0,0,10,1261,0,163,0,5,902,736,1,57,0,0,3,1154,0,57,27,7,31,0,719,19,4,52123,2381,2636,2968,13,0,2125,288,2,1148,1,5,1414,544,194,754,631,0,4,182,71,12,205,1,16,158,213,120,13,61,1,9,0,21,0,7208,426,2,2,46,826,28,2,69,210,247,0,2,0,2,404,185,0,18,665,1114,520,781,0,126,5288,1813,512,203,221,273,1182,5509,37,0,0,0,0,1,1759,156,372,0,17,334,6,41,14,0,0,11362,18,0,2894,0,0,27,283,192,23,0,44,6,0,22,3,26,942,0,0,1197,375,763,0,59629,10,16,703,0,583,13,8,247,62
2020-07-31,0,92,602,4,31,0,5,5641,354,0,721,163,339,37,444,2695,0,143,635,0,0,0,0,1207,0,313,0,69074,0,0,265,11,9,0,0,476,45,0,0,9,1961,276,8670,4,176,456,265,78,9,0,4,249,79,91,0,0,1733,1177,401,389,0,14,9,26,805,0,0,0,9,1239,0,0,77,8,870,0,0,65,0,1,2,1221,0,59,0,2,7,0,484,21,11,55078,1904,2621,2963,85,0,1954,382,1,1323,0,4,1289,788,258,626,662,0,4,129,28,2,216,1,19,83,431,123,8,152,1,9,0,0,0,5752,396,0,0,73,1046,60,0,66,274,342,0,0,0,0,481,117,2,22,590,903,380,1046,0,192,5678,3888,615,255,511,307,1356,5482,31,0,1,0,0,2,1629,145,321,0,15,278,5,20,24,0,0,11046,36,0,3124,4,0,97,301,219,21,0,46,6,0,12,1,21,967,5,12,1090,302,846,0,65406,13,19,686,0,588,50,15,306,213
2020-08-01,168,79,563,3,0,0,0,6377,291,1,602,89,318,24,227,2772,0,0,684,0,0,0,0,1700,0,0,0,57837,0,0,270,21,0,5,0,329,33,0,3,1,2131,166,9965,0,0,490,69,67,11,0,30,232,60,64,0,0,1734,985,321,402,2471,0,13,71,915,0,5,0,9,1272,0,0,95,3,955,359,1,76,0,0,3,963,0,66,0,3,34,0,482,0,13,57118,2040,2674,3346,38,0,1787,379,8,1464,0,2,6407,723,226,428,494,0,3,221,0,5,183,0,13,79,120,97,12,74,0,18,0,40,0,7730,390,0,0,69,1063,56,0,77,224,338,0,2,0,2,462,145,0,36,0,841,394,922,9,341,6809,3980,657,204,209,235,1295,5462,28,0,0,2,0,1,1686,126,339,0,5,396,2,27,26,0,0,11014,31,30,3374,1,65,43,302,299,19,7,43,2,0,19,12,17,982,3,7,1172,283,880,0,67823,8,6,746,0,700,49,2,408,77
2020-08-02,0,120,556,5,39,0,0,5929,209,0,377,126,279,0,208,2199,0,138,309,0,0,0,1,1555,0,666,0,52383,0,0,146,5,0,1,0,513,29,0,6,0,1991,180,9488,0,11,530,62,86,25,0,10,125,0,0,0,0,1766,877,238,418,0,0,8,58,469,0,0,0,11,0,0,179,0,6,240,0,0,110,0,0,0,1190,0,0,0,12,12,0,588,21,8,54735,1560,2548,2095,44,0,1362,295,14,853,0,15,1867,727,224,491,420,0,7,175,98,3,70,0,18,0,405,108,9,156,13,15,0,0,0,8458,380,0,0,27,729,43,0,95,315,431,0,3,0,0,386,138,2,0,0,553,323,1065,19,131,0,4878,658,238,1091,216,1225,5427,20,0,0,0,0,3,1573,52,330,0,12,307,0,45,6,0,0,10107,30,77,3803,0,94,56,258,180,23,0,42,5,0,0,4,9,996,7,22,1112,254,771,0,67499,15,22,736,0,715,32,2,265,490
2020-08-03,0,123,515,6,16,0,0,5241,52,0,641,85,286,66,346,886,12,121,148,8,0,0,1,2004,2,188,0,45392,0,0,119,6,8,0,0,287,67,0,0,0,2073,157,10673,4,0,367,73,36,13,0,26,101,45,0,80,0,828,0,167,398,0,0,7,69,707,0,0,0,10,0,0,0,0,2,509,1513,1,75,0,0,0,327,0,56,0,17,44,0,671,9,14,52972,1519,2685,2447,53,0,625,238,5,1998,0,5,1434,690,245,463,410,0,5,155,16,18,146,0,17,0,255,45,14,215,0,14,0,13,0,9556,249,0,2,46,486,39,0,70,246,311,0,2,0,2,304,166,1,0,0,330,225,1127,19,147,14691,4953,548,153,539,196,1075,5394,20,0,0,0,0,0,1357,60,311,0,8,313,0,7,9,0,8,8195,23,0,2990,8,0,54,303,49,29,1,44,3,0,0,7,4,987,0,6,990,239,743,0,58388,17,13,788,0,869,31,4,119,262
2020-08-04,37,101,507,1,116,0,0,5376,196,2,395,32,241,74,299,1356,10,99,794,1,109,1,0,1360,0,181,0,25800,0,0,0,1,0,1,463,285,36,0,0,0,1762,114,11470,0,0,788,38,36,24,0,5,208,18,207,79,0,874,809,157,395,0,3,1,63,583,0,0,0,13,3152,0,115,0,3,879,0,0,75,0,0,16,236,0,54,0,44,8,0,512,9,8,52050,1679,2598,2735,46,0,708,159,11,1171,0,5,2861,544,250,388,412,0,3,177,0,7,226,0,10,169,132,42,2,129,8,16,0,59,0,4853,120,1,0,60,659,27,2,112,418,372,0,0,0,9,288,74,1,60,542,432,244,1070,1,159,6667,3145,575,106,380,215,823,5159,30,0,0,1,0,0,1258,42,258,0,5,226,18,10,1,0,0,5377,34,8,1826,5,42,89,38,66,38,1,43,1,1,34,2,19,995,0,13,1061,164,928,0,47183,1,8,722,0,763,31,0,233,154
2020-08-05,82,130,532,2,64,0,1,4824,288,2,411,131,226,31,297,1918,0,84,814,0,22,0,2,1693,0,381,0,16641,1,0,204,3,0,2,0,147,48,0,4,2,1469,109,10199,2,159,427,73,22,31,0,25,278,45,77,8,0,1178,922,112,419,0,0,11,18,586,0,2,0,17,965,2,0,301,15,741,798,0,118,0,0,0,823,0,71,41,0,35,0,597,9,3,52509,1922,2751,2836,45,0,1800,190,11,1271,4,6,2590,605,225,475,569,0,3,209,8,2,161,0,17,53,235,88,1,153,0,21,0,36,0,4767,332,2,0,54,1021,56,1,64,259,540,0,2,186,5,304,61,0,65,0,675,604,1003,3,80,4250,6263,680,112,533,216,1232,5204,7,0,0,0,0,1,1342,46,287,0,7,295,4,14,9,0,0,4456,33,0,2692,6,0,44,165,130,45,0,45,7,0,15,10,17,1083,2,8,1271,189,670,0,49151,24,5,764,0,548,20,26,0,146
2020-08-06,67,139,551,0,51,0,0,6792,233,8,715,103,193,36,382,2654,1,126,776,10,0,0,0,1515,0,288,0,51603,0,0,255,3,5,0,0,761,58,0,0,1,1761,122,7129,0,0,435,56,58,25,0,15,243,75,112,82,0,1365,903,123,439,0,0,22,53,461,0,14,0,29,1615,0,141,136,9,1045,1263,1,118,0,0,14,1144,0,86,10,23,21,0,505,11,8,56282,1815,2697,2834,50,0,1729,384,15,1134,4,7,2404,671,218,651,549,0,8,146,0,5,251,0,10,90,327,65,21,148,3,19,0,26,0,6148,408,3,0,80,1283,50,1,70,381,426,0,0,0,0,457,88,0,29,585,727,353,968,39,128,6790,3387,640,167,327,267,1309,5267,5,0,0,0,0,3,1389,106,295,0,5,908,6,49,18,0,7,8559,43,13,4354,5,70,88,333,181,52,1,42,2,0,12,5,41,1178,0,10,1318,254,891,0,49629,18,9,755,0,684,45,3,442,118
2020-08-07,41,127,571,6,88,0,0,7147,66,39,418,114,144,36,375,2977,0,127,769,19,0,0,3,1780,0,251,0,57152,0,0,303,2,1,0,0,395,45,0,2,3,1948,133,10735,8,91,580,98,28,49,2,13,211,56,121,4,0,876,1671,131,425,0,0,11,59,564,0,0,0,20,1520,0,0,0,7,1147,567,0,150,0,0,8,830,0,89,0,12,12,0,799,33,6,62538,1882,2634,3047,69,0,1690,401,8,1552,1,1,2009,538,196,620,503,0,18,255,16,3,404,0,24,66,304,65,15,86,6,50,0,29,0,6139,406,1,0,48,1144,41,2,112,360,601,0,0,0,1,354,110,1,47,427,782,453,807,10,208,7734,3480,726,213,283,287,1345,5241,7,0,0,1,1,0,1402,177,299,0,17,301,4,63,15,0,0,8307,20,0,4229,0,44,69,425,181,55,0,40,15,0,13,10,14,1153,13,10,1453,239,950,0,53373,20,9,740,0,861,33,5,142,56
2020-08-08,78,135,529,11,55,0,0,7513,300,92,410,130,129,10,418,2851,0,111,771,28,0,0,0,1282,0,287,0,53139,0,1,297,4,0,3,324,374,46,0,21,0,2154,120,11996,0,27,653,77,62,54,0,14,320,46,136,4,0,1173,1432,141,418,0,3,9,68,552,0,50,0,22,2181,5,136,155,3,1122,455,1,147,0,0,14,931,0,113,20,29,38,0,657,24,20,61537,2473,2450,3461,98,0,1677,552,30,1624,1,5,1883,727,181,682,425,0,6,279,0,6,199,0,23,40,182,84,25,89,9,40,0,25,0,6590,362,2,0,41,1018,93,0,150,464,519,1,0,0,0,443,172,0,59,354,842,514,1187,25,315,7785,3294,809,290,752,291,1378,5212,17,0,0,0,0,0,1567,172,276,12,10,242,16,43,10,0,0,7292,43,13,4773,0,0,46,378,161,61,2,41,3,0,11,10,22,1185,12,31,1489,216,871,0,55318,21,9,650,0,981,39,28,0,56
